Name,Location,Location_name,Year,Kilometers_Driven,Fuel_Type,Fuel_Type_name,Transmission,Transmission_name,Owner_Type,Owner_Type_name,Mileage,Engine,Power,Seats,Price
Chevrolet uze LTZ AT,5,Hyderabad,2011,78203,2,Diesel,1,Automatic,1,First,18.1,1991,147.9,4,5.5
Hyundai i20 1.4 Asta,1,Mumbai,2017,27000,2,Diesel,2,Manual,1,First,22.54,1396,88.73,5,6.95
Maruti Alto K10 VXI AGS,4,Coimbatore,2018,31919,3,Petrol,1,Automatic,1,First,24.07,998,67.1,5,4.56
Hyundai eta 1.6 SX Option Diesel,4,Coimbatore,2016,47392,2,Diesel,2,Manual,1,First,20.5,1582,126.2,5,13.82
Honda Amaze VX i-Vtech,1,Mumbai,2016,17362,3,Petrol,2,Manual,1,First,18,1198,86.7,5,5.65
Hyundai i20 Active 1.4 SX Dual Tone,7,Kochi,2016,49716,2,Diesel,2,Manual,1,First,21.19,1396,88.73,5,6.2
Maruti Celerio VXI,8,Delhi,2014,48000,3,Petrol,2,Manual,1,First,23.1,998,67.04,5,3.25
Audi A4 2.0 TDI,11,Kolkata,2009,46000,2,Diesel,1,Automatic,1,First,16.55,1968,147.51,5,8.5
Hyundai Verna 1.4 Di,9,Bangalore,2016,79000,2,Diesel,2,Manual,1,First,24.8,1396,88.7,5,7.25
Renault Fluence Diesel E4,2,Pune,2013,57000,2,Diesel,2,Manual,1,First,21.8,1461,78,5,4.61
Volkswagen Polo 1.2 MPI Highline,8,Delhi,2016,29754,3,Petrol,2,Manual,1,First,16.2,1199,74,5,5.3
Tata Indigo LX,10,Ahmedabad,2012,50123,2,Diesel,2,Manual,1,First,17,1405,70,5,1.9
Hyundai i10 Sportz,7,Kochi,2012,57184,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,3.09
BMW 7 Series 730Ld Sedan,1,Mumbai,2007,75000,2,Diesel,1,Automatic,2,Second,16.46,2993,258,5,9.5
Hyundai eta 1.6 Di AT SX Plus,1,Mumbai,2015,26000,2,Diesel,1,Automatic,1,First,17.01,1582,126.2,5,12.65
Hyundai Grand i10 Magna,8,Delhi,2016,22129,3,Petrol,2,Manual,1,First,18.9,1197,82,5,4.25
Maruti Ritz VDi,5,Hyderabad,2011,127887,2,Diesel,2,Manual,1,First,21.1,1248,73.9,5,2.95
Mahindra Scorpio 2.6 SLX De,5,Hyderabad,2006,92000,2,Diesel,2,Manual,1,First,10.5,2179,120,8,3.45
Hyundai i10 Era,5,Hyderabad,2011,60634,3,Petrol,2,Manual,1,First,19.81,1086,68.05,5,3.3
Tata Safari Storme 2012-2015 VX,5,Hyderabad,2014,90000,2,Diesel,2,Manual,1,First,14,2179,138.1,7,8
Honda Civic 2006-2010 1.8 V MT,11,Kolkata,2009,59000,3,Petrol,2,Manual,1,First,13.5,1799,130,5,2.71
Maruti Zen Estilo LXI BSIII,5,Hyderabad,2012,59293,3,Petrol,2,Manual,1,First,18.2,998,67.1,5,2.7
Maruti Swift Dzire VDI,1,Mumbai,2012,80753,2,Diesel,2,Manual,2,Second,23.4,1248,74,5,4.5
Toyota Fortuner 4x2 Manual,8,Delhi,2015,40000,2,Diesel,2,Manual,2,Second,13,2982,168.5,7,18.75
Maruti Swift VDI,2,Pune,2014,103000,2,Diesel,2,Manual,2,Second,28.4,1248,74,5,5.25
Maruti Wagon R Duo LX BSIII,5,Hyderabad,2012,72389,4,LPG,2,Manual,1,First,26.2,998,58.2,5,3.2
Maruti Dzire LDI,2,Pune,2017,48000,2,Diesel,2,Manual,1,First,28.4,1248,73.75,5,6
Hyundai Grand i10 Asta,11,Kolkata,2014,41000,3,Petrol,2,Manual,1,First,18.9,1197,82,5,3.14
Renault KWID RXL,6,Jaipur,2016,26000,3,Petrol,2,Manual,1,First,25.17,799,53.3,5,2.55
Tata Indigo CS eGLX BS IV,6,Jaipur,2012,30000,3,Petrol,2,Manual,2,Second,15.64,1193,64.08,5,2.3
Ford Figo Diesel Titanium,5,Hyderabad,2014,74624,2,Diesel,2,Manual,1,First,20,1399,68.05,5,5.65
Porsche Cayenne 2009-2014 Diesel,7,Kochi,2015,47877,2,Diesel,1,Automatic,1,First,15.15,2967,240,5,48.22
Maruti Alto K10 VXI,6,Jaipur,2016,35000,3,Petrol,2,Manual,1,First,24.07,998,67.1,5,3
Volkswagen Vento 1.5 TDI Highline,10,Ahmedabad,2015,52123,2,Diesel,2,Manual,1,First,20.34,1498,103.2,5,7.5
Mahindra Scorpio 2.6 SLX De,9,Bangalore,2005,90000,2,Diesel,2,Manual,1,First,10.5,2179,120,8,2.6
BMW X3 xDrive 20d Luxury Line,1,Mumbai,2018,1400,2,Diesel,1,Automatic,1,First,18.56,1995,190,5,61.25
Honda City 1.5 V MT,3,Chennai,2009,122000,3,Petrol,2,Manual,2,Second,17,1497,118,5,3.5
Mini Cooper 3 DOOR S,7,Kochi,2016,21110,3,Petrol,1,Automatic,1,First,17.44,1998,189.08,4,28.95
Mitsubishi Pajero Sport 4X4 AT,2,Pune,2015,78000,2,Diesel,1,Automatic,1,First,13.5,2477,175.56,6,15
Maruti Swift Dzire VDi,6,Jaipur,2012,72000,2,Diesel,2,Manual,1,First,19.3,1248,73.9,5,4.25
Bentley Continental Flying Spur,5,Hyderabad,2006,48000,3,Petrol,1,Automatic,1,First,8.6,5998,552,4,59
Maruti Ertiga VDI,2,Pune,2013,43486,2,Diesel,2,Manual,1,First,20.77,1248,88.76,7,6.6
Toyota Innova 2.5 G4 Diesel 7-seater,5,Hyderabad,2007,199000,2,Diesel,2,Manual,2,Second,12.8,2494,102,7,5.2
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,3,Chennai,2010,34000,3,Petrol,2,Manual,1,First,11.7,1796,178,5,10
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,9,Bangalore,2016,37944,2,Diesel,1,Automatic,1,First,14.84,2143,167.62,5,35
Ford Ecosport 1.5 DV5 MT Titanium Optional,1,Mumbai,2017,30000,2,Diesel,2,Manual,1,First,22.7,1498,89.84,5,8.75
Toyota Etios Liva 1.2 G,4,Coimbatore,2015,64005,3,Petrol,2,Manual,1,First,17.71,1197,78.9,5,4.57
Hyundai i10 Magna 1.2,8,Delhi,2012,62000,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,2.5
Hyundai Santro LP - Euro II,3,Chennai,2005,105000,3,Petrol,2,Manual,1,First,0,999,null,5,1.75
Land Rover Freelander 2 SE,7,Kochi,2014,59885,2,Diesel,1,Automatic,1,First,12.39,2179,147.51,5,20.11
Toyota Innova 2.5 V Diesel 8-seater,5,Hyderabad,2011,144471,2,Diesel,2,Manual,1,First,12.8,2494,102,8,7.8
Hyundai i20 1.2 Magna,4,Coimbatore,2011,63991,3,Petrol,2,Manual,1,First,18.5,1197,80,5,3.61
Hyundai Santro Xing XO eRLX Euro II,2,Pune,2007,72000,3,Petrol,2,Manual,2,Second,17,1086,null,5,1.11
Nissan Mia XV CVT,1,Mumbai,2015,34895,3,Petrol,1,Automatic,1,First,19.15,1198,75.94,5,4.6
BMW X6 xDrive 40d M Sport,10,Ahmedabad,2015,97003,2,Diesel,1,Automatic,1,First,15.87,2993,308.43,5,85
Honda City 1.5 V AT,11,Kolkata,2015,45000,3,Petrol,1,Automatic,1,First,16.8,1497,118,5,5.25
Honda Amaze E i-Dtech,8,Delhi,2013,45000,2,Diesel,2,Manual,2,Second,25.8,1498,98.6,5,3.3
Toyota Fortuner 3.0 Diesel,9,Bangalore,2013,100000,2,Diesel,2,Manual,2,Second,11.5,2982,171,7,17.75
Land Rover Discovery Sport SD4 HSE Luxury,8,Delhi,2016,70000,2,Diesel,1,Automatic,1,First,12.97,2179,187.7,5,35
Hyundai eta 1.6 Di SX,4,Coimbatore,2016,37023,2,Diesel,2,Manual,1,First,19.67,1582,126.2,5,13.39
Chevrolet Beat Diesel LT,3,Chennai,2012,81000,2,Diesel,2,Manual,1,First,25.44,936,56.3,5,2.5
Toyota Innova ysta 2.8 GX AT,7,Kochi,2017,20789,2,Diesel,1,Automatic,1,First,11.36,2755,171.5,7,18.36
Maruti Swift Dzire VDI,6,Jaipur,2015,68310,2,Diesel,2,Manual,1,First,23.4,1248,74,5,5.95
Hyundai eta 1.6 Di SX Option,1,Mumbai,2015,47250,2,Diesel,2,Manual,2,Second,19.67,1582,126.2,5,11
Land Rover Range Rover Sport SE,8,Delhi,2014,47000,2,Diesel,1,Automatic,2,Second,12.65,2993,255,5,64.75
Honda Amaze VX i-DTEC,5,Hyderabad,2017,128000,2,Diesel,2,Manual,1,First,25.8,1498,98.6,5,6.3
Hyundai eta 1.6 SX Plus Dual Tone Petrol,7,Kochi,2017,17702,3,Petrol,2,Manual,1,First,15.29,1591,121.3,5,11.94
Volkswagen Vento Sport 1.2 TSI AT,1,Mumbai,2014,34987,3,Petrol,1,Automatic,1,First,18.19,1197,103.5,5,5.95
Honda City i DTec VX,10,Ahmedabad,2017,37000,2,Diesel,2,Manual,1,First,26,1498,98.6,5,11
Hyundai eta 1.6 SX Plus Dual Tone Petrol,4,Coimbatore,2017,38271,3,Petrol,2,Manual,1,First,15.29,1591,121.3,5,12.53
Ford Figo Diesel Titanium,9,Bangalore,2012,32510,2,Diesel,2,Manual,2,Second,20,1399,68,5,3.75
BMW 5 Series 2013-2017 530d M Sport,2,Pune,2014,88000,2,Diesel,1,Automatic,1,First,14.69,2993,258,5,27
Mitsubishi Pajero 2.8 SFX 7Str,2,Pune,2012,116000,2,Diesel,2,Manual,1,First,10.5,2835,107.2,6,9.95
Renault Duster 85PS Diesel RxL Option,6,Jaipur,2013,156000,2,Diesel,2,Manual,1,First,19.87,1461,83.8,5,4.2
Maruti Ritz VXI,8,Delhi,2010,75319,3,Petrol,2,Manual,2,Second,21.1,1197,85.8,5,2
Hyundai Grand i10 Sportz,11,Kolkata,2013,28000,3,Petrol,2,Manual,1,First,18.9,1197,82,5,3.25
Mercedes-Benz GLA Class 200 CDI SPORT,9,Bangalore,2017,16500,2,Diesel,1,Automatic,1,First,17.9,2143,136,5,34
BMW 5 Series 520d Luxury Line,4,Coimbatore,2016,75637,2,Diesel,1,Automatic,1,First,22.48,1995,190,5,30.37
Hyundai eta 1.6 SX Plus Petrol Automatic,7,Kochi,2018,32854,3,Petrol,1,Automatic,1,First,13,1591,121.3,5,12.6
Renault KWID RXT Optional,7,Kochi,2019,6568,3,Petrol,2,Manual,1,First,25.17,799,53.3,5,5.09
Audi A4 3.0 TDI Quattro,9,Bangalore,2014,30000,2,Diesel,1,Automatic,1,First,14.94,2967,241.4,5,24.5
Maruti Ciaz VDI SHVS,7,Kochi,2018,17804,2,Diesel,2,Manual,2,Second,28.09,1248,88.5,5,7.97
Honda Jazz S,8,Delhi,2011,69768,3,Petrol,2,Manual,1,First,16,1198,90,5,2.9
BMW 3 Series 320d Luxury Line,7,Kochi,2016,62404,2,Diesel,1,Automatic,1,First,22.69,1995,190,5,21.33
Hyundai Verna SX Di AT,9,Bangalore,2012,97000,2,Diesel,1,Automatic,2,Second,19.08,1582,126.32,5,6.5
Hyundai eta 1.4 Di S Plus,4,Coimbatore,2016,55687,2,Diesel,2,Manual,1,First,21.38,1396,88.7,5,12.15
Volkswagen Vento 2013-2015 1.6 Comfortline,11,Kolkata,2014,17000,3,Petrol,2,Manual,1,First,15.04,1598,103.2,5,4.25
BMW 3 Series Luxury Line,4,Coimbatore,2017,34232,2,Diesel,1,Automatic,1,First,21.76,1995,190,5,35.84
Honda -V Petrol 2WD,3,Chennai,2004,135000,3,Petrol,1,Automatic,3,Third,14.4,1997,152,5,3
Renault Duster 110PS Diesel RxZ AWD,3,Chennai,2012,80000,2,Diesel,2,Manual,1,First,19.72,1461,108.45,5,6.75
Hyundai i20 Asta 1.2,9,Bangalore,2014,31045,3,Petrol,2,Manual,2,Second,18.6,1197,81.83,5,5.65
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2,Pune,2013,58000,2,Diesel,1,Automatic,2,Second,16.96,1968,138.03,5,7.5
Hyundai eta 1.6 SX Plus Diesel,7,Kochi,2018,35480,2,Diesel,2,Manual,1,First,19.67,1582,126.2,5,13.34
Maruti Ciaz VDI SHVS,5,Hyderabad,2016,62287,2,Diesel,2,Manual,1,First,28.09,1248,88.5,5,7.9
Hyundai i20 Asta 1.4 Di,4,Coimbatore,2015,46162,2,Diesel,2,Manual,1,First,22.54,1396,88.73,5,6.98
Hyundai Verna 1.6 SX VTVT,1,Mumbai,2014,9200,3,Petrol,2,Manual,1,First,17.01,1591,121.3,5,5.75
Volkswagen Polo Diesel Trendline 1.2L,11,Kolkata,2012,55339,2,Diesel,2,Manual,1,First,22.07,1199,73.9,5,2.65
Volkswagen Polo Diesel Trendline 1.2L,11,Kolkata,2011,55476,2,Diesel,2,Manual,1,First,22.07,1199,73.9,5,2.49
Maruti SX4 Vxi BSIII,2,Pune,2007,68553,3,Petrol,2,Manual,2,Second,15,1586,104.68,5,1.5
Honda Mobilio RS Option i DTEC,7,Kochi,2016,67376,2,Diesel,2,Manual,1,First,24.5,1498,98.6,7,6.5
Renault Duster 110PS Diesel RxZ Plus,5,Hyderabad,2013,42000,2,Diesel,2,Manual,1,First,19.64,1461,108.45,5,8
Toyota Fortuner 2.8 2WD AT,4,Coimbatore,2019,28069,2,Diesel,1,Automatic,1,First,12.9,2755,174.5,7,30.85
Volvo XC60 D4 SUMMUM,7,Kochi,2014,93144,2,Diesel,1,Automatic,1,First,14.7,1984,181,5,17.15
Maruti Celerio VXI AT,5,Hyderabad,2014,24300,3,Petrol,1,Automatic,1,First,23.1,998,67.04,5,4.55
Maruti Ciaz ZDi Plus,5,Hyderabad,2015,47883,2,Diesel,2,Manual,2,Second,26.21,1248,88.5,5,7.4
Audi Q5 2008-2012 2.0 TDI,7,Kochi,2013,12467,2,Diesel,1,Automatic,1,First,12.8,1968,167.6,5,25.64
BMW X1 sDrive 20d Sportline,11,Kolkata,2013,56683,2,Diesel,1,Automatic,2,Second,17.05,1995,184,5,13.5
Ford Figo Petrol ZXI,9,Bangalore,2013,38000,3,Petrol,2,Manual,1,First,15.6,1196,70,5,3.55
Hyundai Elantra Di SX,10,Ahmedabad,2018,35000,2,Diesel,2,Manual,1,First,22.7,1582,126.2,5,15
Hyundai Verna 1.6 i ABS,2,Pune,2007,80000,3,Petrol,2,Manual,2,Second,13.9,1599,103.2,5,1.95
Honda Civic 2006-2010 1.8 S MT,2,Pune,2006,125000,3,Petrol,2,Manual,2,Second,13.5,1799,130,5,2.3
Toyota Fortuner 4x4 MT,3,Chennai,2013,123000,2,Diesel,2,Manual,2,Second,12.55,2982,168.5,7,15
Hyundai i10 Sportz,3,Chennai,2012,70000,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,3.15
Nissan Sunny 2011-2014 Diesel XL,5,Hyderabad,2012,87982,2,Diesel,2,Manual,1,First,21.64,1461,84.8,5,5
BMW 5 Series 2013-2017 520d Luxury Line,6,Jaipur,2013,40714,2,Diesel,1,Automatic,2,Second,18.12,1995,190,5,24.75
Chevrolet Optra Magnum 2.0 LT,2,Pune,2008,83000,2,Diesel,2,Manual,2,Second,16.52,1991,123.7,5,2.6
Hyundai i10 Asta,10,Ahmedabad,2011,86000,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,3.75
Skoda Laura Ambiente,10,Ahmedabad,2009,60002,2,Diesel,2,Manual,2,Second,17.5,1896,106,5,4.85
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,6,Jaipur,2013,60000,2,Diesel,1,Automatic,1,First,10,2148,170,5,27
Honda Amaze SX i-DTEC,11,Kolkata,2014,84677,2,Diesel,2,Manual,1,First,25.8,1498,98.6,5,3
BMW X1 xDrive 20d xLine,8,Delhi,2017,23000,2,Diesel,1,Automatic,1,First,20.68,1995,190,5,28.75
Toyota Innova 2.5 G (Diesel) 8 Seater,5,Hyderabad,2016,81424,2,Diesel,2,Manual,1,First,12.99,2494,100.6,8,14.49
Porsche Panamera 2010 2013 Diesel,8,Delhi,2013,36400,2,Diesel,1,Automatic,1,First,7.5,4806,394.3,4,72
Nissan Sunny XV D,3,Chennai,2012,70000,2,Diesel,2,Manual,2,Second,22.71,1461,84.8,5,4
Maruti Swift Dzire LDI,8,Delhi,2015,40000,2,Diesel,2,Manual,2,Second,26.59,1248,74,5,4.5
Maruti Wagon R ZXI AMT 1.2,1,Mumbai,2019,600,3,Petrol,1,Automatic,1,First,21.5,1197,81.8,5,6.25
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2,Pune,2015,65320,2,Diesel,1,Automatic,2,Second,16.96,1968,138.03,5,11.5
Honda Accord 2.4 Inspire M/T,2,Pune,2009,79000,3,Petrol,2,Manual,3,Third,9.8,2354,180,5,3.1
Honda City i VTEC V,1,Mumbai,2018,5000,3,Petrol,2,Manual,1,First,17.8,1497,117.3,5,10.11
Hyundai Verna 1.6 SX VTVT,4,Coimbatore,2019,6028,3,Petrol,2,Manual,1,First,17.01,1591,121.3,5,11.54
Maruti Wagon R LX BSII,8,Delhi,2006,86000,3,Petrol,2,Manual,2,Second,18.9,998,67.1,5,1
Maruti Swift Dzire Tour LDI,11,Kolkata,2013,160000,2,Diesel,2,Manual,2,Second,23.4,1248,74,5,2.5
Audi Q5 2008-2012 2.0 TFSI Quattro,7,Kochi,2011,59967,3,Petrol,1,Automatic,1,First,9.74,1984,208,5,18
Toyota Etios oss 1.4 GD,4,Coimbatore,2018,43127,2,Diesel,2,Manual,1,First,23.59,1364,67.04,5,6.85
Hyundai i10 Era 1.1 iTech SE,7,Kochi,2012,65727,3,Petrol,2,Manual,1,First,19.81,1086,68.05,5,2.97
Hyundai Verna 1.6 VTVT,2,Pune,2013,70000,3,Petrol,2,Manual,1,First,17.01,1591,121.3,5,4.75
Volkswagen Polo 1.5 TDI Highline,4,Coimbatore,2018,39861,2,Diesel,2,Manual,1,First,20.14,1498,88.8,5,7.38
BMW 5 Series 520d Sport Line,8,Delhi,2017,16485,2,Diesel,1,Automatic,1,First,22.48,1995,187.74,5,42.75
Hyundai i20 1.4 Asta Optional With Sunroof,9,Bangalore,2010,77332,2,Diesel,2,Manual,2,Second,23,1396,90,5,3.65
Hyundai Grand i10 Asta Option AT,7,Kochi,2017,17489,3,Petrol,1,Automatic,1,First,18.9,1197,82,5,5.99
Toyota Fortuner 4x2 4 Speed AT,2,Pune,2012,125000,2,Diesel,1,Automatic,1,First,11.5,2982,169,7,13.5
Maruti Baleno Zeta Automatic,3,Chennai,2016,35129,3,Petrol,1,Automatic,1,First,21.4,1197,83.1,5,7
Hyundai eta 1.6 SX Plus Petrol Automatic,5,Hyderabad,2016,22982,3,Petrol,1,Automatic,1,First,13,1591,121.3,5,10.95
Hyundai i10 Sportz,2,Pune,2013,54500,3,Petrol,2,Manual,3,Third,20.36,1197,78.9,5,2.95
Tata Tigor XE Diesel,10,Ahmedabad,2017,16235,2,Diesel,2,Manual,1,First,24.7,1047,69,5,5.5
Skoda Superb Style 1.8 TSI AT,7,Kochi,2017,73641,3,Petrol,1,Automatic,1,First,14.67,1798,177.46,5,17.08
Maruti Swift Dzire VDI,5,Hyderabad,2015,59572,2,Diesel,2,Manual,1,First,26.59,1248,74,5,6.85
Honda -V 2.0 AT,6,Jaipur,2014,112827,3,Petrol,1,Automatic,1,First,13.1,1997,141.1,5,10.5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,5,Hyderabad,2010,118000,2,Diesel,2,Manual,1,First,12.8,2494,102,8,8.75
Honda City 1.5 V MT,11,Kolkata,2010,60000,3,Petrol,2,Manual,1,First,17,1497,118,5,2.7
Hyundai Verna VTVT 1.6 AT SX Plus,1,Mumbai,2012,75059,3,Petrol,1,Automatic,1,First,17,1591,121.3,5,4.25
Toyota Etios 1.4 VXD,2,Pune,2018,3000,2,Diesel,2,Manual,1,First,23.59,1364,67.04,5,7.9
Skoda Superb Elegance 1.8 TSI AT,8,Delhi,2011,78000,3,Petrol,1,Automatic,2,Second,13.7,1798,157.75,5,4.5
Nissan Sunny 2011-2014 Diesel XV,11,Kolkata,2012,47000,2,Diesel,2,Manual,1,First,21.64,1461,84.8,5,4
Honda City 1.5 V MT Exclusive,8,Delhi,2012,42000,3,Petrol,2,Manual,1,First,17,1497,118,5,4.75
Hyundai Elite i20 Diesel Asta Option,11,Kolkata,2018,6820,2,Diesel,2,Manual,1,First,22.54,1396,88.76,5,7.65
Chevrolet Optra 1.6 LT Royale,7,Kochi,2013,55176,3,Petrol,2,Manual,2,Second,17.4,1599,104,5,3.47
Honda Amaze S i-Vtech,7,Kochi,2016,39854,3,Petrol,2,Manual,1,First,18,1198,86.7,5,5.64
Volkswagen Polo Petrol Comfortline 1.2L,11,Kolkata,2013,24000,3,Petrol,2,Manual,1,First,16.47,1198,73.9,5,2.95
Maruti Swift VDI,6,Jaipur,2016,55000,2,Diesel,2,Manual,1,First,22.9,1248,74,5,5.65
Ford Endeavour 3.0L 4X4 AT,7,Kochi,2012,45840,2,Diesel,1,Automatic,1,First,11.4,2953,153.86,7,8.41
Maruti Baleno LXI,2,Pune,2006,155000,3,Petrol,2,Manual,3,Third,15.4,1590,94,5,0.85
Maruti Wagon R LX,2,Pune,2003,125000,3,Petrol,2,Manual,2,Second,18.9,998,67.1,5,0.8
Volkswagen Polo 1.5 TDI Highline,4,Coimbatore,2014,52951,2,Diesel,2,Manual,1,First,20.14,1498,88,5,5.65
Hyundai Verna 1.6 SX VTVT (O),11,Kolkata,2013,49000,3,Petrol,2,Manual,1,First,17.1,1591,121.3,5,4.5
Maruti Ciaz ZDi Plus SHVS,10,Ahmedabad,2015,52000,2,Diesel,2,Manual,1,First,28.09,1248,88.5,5,6.9
Toyota Qualis Fleet A3,1,Mumbai,2001,227000,2,Diesel,2,Manual,4,Fourth & Above,0,2446,null,8,2.2
Nissan Sunny 2011-2014 Diesel XL,6,Jaipur,2013,120005,2,Diesel,2,Manual,1,First,21.64,1461,84.8,5,4
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,1,Mumbai,2015,33000,3,Petrol,2,Manual,1,First,15,1598,103.52,5,5.6
Maruti Eeco 7 Seater Standard,8,Delhi,2016,126000,3,Petrol,2,Manual,1,First,15.1,1196,73,7,2.2
Skoda Rapid Ultima 1.6 MPI Ambition Plus,9,Bangalore,2013,66700,3,Petrol,2,Manual,1,First,15,1598,103.5,5,4
Toyota Fortuner 4x4 MT,6,Jaipur,2014,122000,2,Diesel,2,Manual,2,Second,12.55,2982,168.5,7,16
Hyundai eta 1.6 Di SX,1,Mumbai,2016,29000,2,Diesel,2,Manual,1,First,19.67,1582,126.2,5,12.6
Hyundai i20 Magna Optional 1.2,7,Kochi,2014,42315,3,Petrol,2,Manual,1,First,18.5,1197,82.9,5,4.79
Maruti Wagon R LXI CNG,1,Mumbai,2015,22001,1,CNG,2,Manual,1,First,26.6,998,58.16,5,3.65
Honda City i DTEC V,7,Kochi,2016,84580,2,Diesel,2,Manual,1,First,26,1498,98.6,5,6.83
Maruti 800 Std,6,Jaipur,2002,75000,3,Petrol,2,Manual,1,First,16.1,796,37,4,0.51
Ford Ikon 1.3 Flair,2,Pune,2006,85000,3,Petrol,2,Manual,2,Second,13.8,1299,70,5,0.69
Maruti Swift Dzire LXI,8,Delhi,2015,24296,3,Petrol,2,Manual,1,First,20.85,1197,83.14,5,4.65
Honda City 1.5 V MT Sunroof,11,Kolkata,2014,40000,3,Petrol,2,Manual,1,First,16.8,1497,116.3,5,6.49
Hyundai Verna Di,3,Chennai,2009,64514,2,Diesel,2,Manual,1,First,16.8,1493,110,5,2.9
Hyundai Verna 1.6 SX VTVT,8,Delhi,2016,35000,3,Petrol,2,Manual,1,First,17.01,1591,121.3,5,7.4
Renault KWID RXT,9,Bangalore,2016,41000,3,Petrol,2,Manual,2,Second,25.17,799,53.3,5,3.25
Maruti Wagon R LXI,10,Ahmedabad,2008,60123,3,Petrol,2,Manual,2,Second,18.9,998,67.1,5,1.95
Hyundai Grand i10 Sportz,6,Jaipur,2015,53000,3,Petrol,2,Manual,2,Second,18.9,1197,82,5,4
Hyundai i20 1.2 Asta,8,Delhi,2017,9000,3,Petrol,2,Manual,1,First,18.6,1197,81.83,5,6.85
Honda Amaze S i-Vtech,4,Coimbatore,2015,53497,3,Petrol,2,Manual,1,First,18,1198,86.7,5,5.45
Ford Fiesta 1.4 Duratorq ZXI,5,Hyderabad,2007,68000,2,Diesel,2,Manual,1,First,17.8,1399,68,5,1.99
Hyundai Verna SX Di AT,5,Hyderabad,2014,65000,2,Diesel,1,Automatic,1,First,19.08,1582,126.32,5,8.99
Toyota Etios VD SP,11,Kolkata,2014,45155,2,Diesel,2,Manual,1,First,23.59,1364,67.04,5,6.5
Honda Jazz 1.2 V CVT i VTEC,4,Coimbatore,2018,20026,3,Petrol,1,Automatic,1,First,19,1199,88.7,5,9.27
Hyundai Verna 1.6 Di SX,10,Ahmedabad,2015,60000,2,Diesel,2,Manual,1,First,23.9,1582,126.2,5,6.99
Mercedes-Benz CLA 200 D Sport Edition,4,Coimbatore,2019,15976,2,Diesel,1,Automatic,1,First,17.9,2143,136,5,36.76
Skoda Octavia Elegance 1.8 TSI AT,7,Kochi,2017,30523,3,Petrol,1,Automatic,1,First,14.7,1798,177.5,5,17.08
Chevrolet Beat Diesel LS,11,Kolkata,2013,26300,2,Diesel,2,Manual,1,First,25.44,936,57.6,5,2.8
Volkswagen Polo Diesel Trendline 1.2L,11,Kolkata,2011,66000,2,Diesel,2,Manual,1,First,22.07,1199,73.9,5,2.49
Maruti SX4 S oss DDiS 200 Zeta,6,Jaipur,2016,70000,2,Diesel,2,Manual,1,First,23.65,1248,88.5,5,8.85
Honda City V MT,10,Ahmedabad,2011,46000,3,Petrol,2,Manual,1,First,16.8,1497,116.3,5,4.15
Volkswagen Vento 1.5 TDI Highline,5,Hyderabad,2017,28000,2,Diesel,2,Manual,1,First,20.64,1498,108.5,5,10
Hyundai Grand i10 1.2 Kappa Magna,8,Delhi,2017,46000,3,Petrol,2,Manual,1,First,18.9,1197,81.86,5,4.75
Renault KWID AMT RXL,6,Jaipur,2017,33000,3,Petrol,1,Automatic,1,First,24.04,999,67,5,3.2
Maruti Alto 800 LXI,7,Kochi,2017,27718,3,Petrol,2,Manual,1,First,22.74,796,47.3,5,3.28
Ford Ecosport 1.5 Ti VCT MT Titanium,9,Bangalore,2013,58000,3,Petrol,2,Manual,1,First,15.8,1499,110,5,7.5
Maruti Baleno Zeta,4,Coimbatore,2018,33150,3,Petrol,2,Manual,1,First,21.4,1197,83.1,5,7.39
Maruti Ritz VDi,2,Pune,2013,77000,2,Diesel,2,Manual,1,First,23.2,1248,73.94,5,3.65
Mercedes-Benz E-Class 280 CDI,3,Chennai,2007,70000,2,Diesel,1,Automatic,1,First,11,2987,198.5,5,11
Maruti Ritz VDi,11,Kolkata,2012,97000,2,Diesel,2,Manual,1,First,23.2,1248,73.94,5,3
Chevrolet Beat Diesel LT,3,Chennai,2012,75300,2,Diesel,2,Manual,2,Second,25.44,936,57.6,5,2.25
Maruti SX4 Vxi BSIV,7,Kochi,2010,69918,3,Petrol,2,Manual,1,First,15.5,1586,103.3,5,2.83
Maruti Omni 5 Seater BSIV,4,Coimbatore,2019,4721,3,Petrol,2,Manual,1,First,14,796,35,5,4.11
Mitsubishi Pajero Sport Anniversary Edition,11,Kolkata,2014,39163,2,Diesel,2,Manual,1,First,13.5,2477,178,7,14.7
Mercedes-Benz S Class 2005 2013 S 300 L,2,Pune,2013,80000,3,Petrol,1,Automatic,1,First,13,2987,210,5,25
Chevrolet Beat Diesel LS,9,Bangalore,2015,66000,2,Diesel,2,Manual,1,First,25.44,936,56.3,5,2.35
